POPULATION,AREA,CAPACITY,Min_Temp_C,Max_Temp_C,Unemployment_Rate,OCCUPANCY_Rate
14685,5.9,70,3.8,7.2,7.4,1.0
10010,0.6,100,3.8,7.2,7.4,1.0
17050,3.6,90,3.8,7.2,7.4,1.0
34365,3.7,30,3.8,7.2,7.4,1.0
17050,3.6,377,3.8,7.2,7.4,0.9655172413793104
21000,3.1,88,3.8,7.2,7.4,0.9659090909090909
9855,1.5,45,3.8,7.2,7.4,0.9333333333333333
11565,1.7,40,3.8,7.2,7.4,0.975
13985,1.7,91,3.8,7.2,7.4,0.9230769230769231
13735,1.4,14,3.8,7.2,7.4,0.9285714285714286
25640,9.6,22,3.8,7.2,7.4,0.9545454545454546
26550,6.9,40,3.8,7.2,7.4,0.95
28345,1.4,44,3.8,7.2,7.4,1.0
16425,4.1,30,3.8,7.2,7.4,1.0
17825,0.4,66,3.8,7.2,7.4,1.0
16310,1.4,50,3.8,7.2,7.4,1.0
16310,1.4,440,3.8,7.2,7.4,0.8318181818181818
14015,2.6,103,3.8,7.2,7.4,1.0
21000,3.1,64,3.8,7.2,7.4,0.96875
16310,1.4,120,3.8,7.2,7.4,1.0
16310,1.4,363,3.8,7.2,7.4,0.9972451790633609
14075,1.7,60,3.8,7.2,7.4,1.0
10140,3.4,45,3.8,7.2,7.4,1.0
7790,1.4,72,3.8,7.2,7.4,1.0
29180,2.8,27,3.8,7.2,7.4,0.8518518518518519
28345,1.4,25,3.8,7.2,7.4,0.8
25640,9.6,100,3.8,7.2,7.4,0.92
18500,1.5,40,3.8,7.2,7.4,0.975
29180,2.8,25,3.8,7.2,7.4,1.0
20635,4.6,62,3.8,7.2,7.4,0.9354838709677419
29180,2.8,50,3.8,7.2,7.4,0.82
32790,4.6,53,3.8,7.2,7.4,0.9811320754716981
24775,7.4,51,3.8,7.2,7.4,0.9607843137254902
7790,1.4,1384,4.9,18.4,7.4,0.8721098265895953
34635,3.7,124,4.9,18.4,7.4,0.9112903225806451
29180,2.8,76,4.9,18.4,7.4,0.8157894736842105
27870,7.4,345,4.9,18.4,7.4,0.9217391304347826
34650,14.9,28,4.9,18.4,7.4,0.8571428571428571
26550,9.6,518,4.9,18.4,7.4,0.8378378378378378
21000,3.1,171,4.9,18.4,7.4,0.9532163742690059
16310,1.4,110,4.9,18.4,7.4,0.9545454545454546
16615,3.1,89,4.9,18.4,7.4,0.9775280898876404
16310,1.4,540,4.9,18.4,7.4,0.9259259259259259
43365,7.6,42,4.9,18.4,7.4,0.9047619047619048
18500,1.5,178,4.9,18.4,7.4,0.9662921348314607
21075,2.2,56,4.9,18.4,7.4,1.0
28345,1.4,126,4.9,18.4,7.4,0.9603174603174603
20840,2.6,95,4.9,18.4,7.4,0.9473684210526315
16310,1.4,51,4.9,18.4,7.4,0.9215686274509803
43365,7.6,50,4.9,18.4,7.4,0.98
17955,7.3,40,4.9,18.4,7.4,1.0
15005,2.9,33,4.9,18.4,7.4,0.9393939393939394
17825,0.4,16,4.9,18.4,7.4,1.0
28345,1.4,63,4.9,18.4,7.4,0.9365079365079365
28345,1.4,45,4.9,18.4,7.4,1.0
14685,5.9,70,4.9,18.4,7.4,1.0
10010,0.6,100,4.9,18.4,7.4,0.98
17050,3.6,90,4.9,18.4,7.4,1.0
34365,3.7,30,4.9,18.4,7.4,1.0
17050,3.6,377,4.9,18.4,7.4,0.9655172413793104
21000,3.1,88,4.9,18.4,7.4,0.9659090909090909
9855,1.5,45,4.9,18.4,7.4,0.8888888888888888
11565,1.7,40,4.9,18.4,7.4,0.975
13985,1.7,91,4.9,18.4,7.4,0.9120879120879121
13735,1.4,14,4.9,18.4,7.4,0.9285714285714286
25640,9.6,22,4.9,18.4,7.4,0.9545454545454546
26550,6.9,40,4.9,18.4,7.4,0.95
28345,1.4,44,4.9,18.4,7.4,1.0
16425,4.1,30,4.9,18.4,7.4,1.0
17825,0.4,66,4.9,18.4,7.4,1.0
16310,1.4,50,4.9,18.4,7.4,1.0
16310,1.4,440,4.9,18.4,7.4,0.8318181818181818
14015,2.6,103,4.9,18.4,7.4,1.0
21000,3.1,64,4.9,18.4,7.4,0.984375
16310,1.4,120,4.9,18.4,7.4,1.0
16310,1.4,363,4.9,18.4,7.4,0.9972451790633609
14075,1.7,60,4.9,18.4,7.4,1.0
10140,3.4,45,4.9,18.4,7.4,1.0
7790,1.4,72,4.9,18.4,7.4,1.0
29180,2.8,27,4.9,18.4,7.4,0.8518518518518519
28345,1.4,25,4.9,18.4,7.4,0.8
25640,9.6,100,4.9,18.4,7.4,0.92
18500,1.5,40,4.9,18.4,7.4,0.975
29180,2.8,25,4.9,18.4,7.4,1.0
20635,4.6,62,4.9,18.4,7.4,0.9354838709677419
29180,2.8,50,4.9,18.4,7.4,0.8
32790,4.6,53,4.9,18.4,7.4,0.9811320754716981
24775,7.4,51,4.9,18.4,7.4,0.9607843137254902
7790,1.4,1384,5.6,9.7,7.4,0.8713872832369942
34635,3.7,124,5.6,9.7,7.4,0.9112903225806451
29180,2.8,76,5.6,9.7,7.4,0.7894736842105263
27870,7.4,345,5.6,9.7,7.4,0.9217391304347826
34650,14.9,28,5.6,9.7,7.4,0.8571428571428571
26550,9.6,518,5.6,9.7,7.4,0.8552123552123552
21000,3.1,171,5.6,9.7,7.4,0.9590643274853801
16310,1.4,110,5.6,9.7,7.4,1.018181818181818
16615,3.1,89,5.6,9.7,7.4,0.9775280898876404
16310,1.4,540,5.6,9.7,7.4,0.9203703703703704
43365,7.6,42,5.6,9.7,7.4,0.9047619047619048
18500,1.5,178,5.6,9.7,7.4,0.9775280898876404
21075,2.2,56,5.6,9.7,7.4,1.0
28345,1.4,126,5.6,9.7,7.4,0.9523809523809523
20840,2.6,95,5.6,9.7,7.4,0.9368421052631579
16310,1.4,51,5.6,9.7,7.4,0.9215686274509803
43365,7.6,50,5.6,9.7,7.4,0.98
17955,7.3,40,5.6,9.7,7.4,1.0
15005,2.9,33,5.6,9.7,7.4,0.9090909090909091
17825,0.4,16,5.6,9.7,7.4,1.0
28345,1.4,63,5.6,9.7,7.4,0.9365079365079365
28345,1.4,45,5.6,9.7,7.4,1.0
14685,5.9,70,5.6,9.7,7.4,0.9857142857142858
10010,0.6,100,5.6,9.7,7.4,0.99
17050,3.6,90,5.6,9.7,7.4,1.0
34365,3.7,30,5.6,9.7,7.4,1.0
17050,3.6,377,5.6,9.7,7.4,0.9496021220159151
21000,3.1,88,5.6,9.7,7.4,0.9659090909090909
9855,1.5,45,5.6,9.7,7.4,0.8888888888888888
11565,1.7,40,5.6,9.7,7.4,0.975
13985,1.7,86,5.6,9.7,7.4,0.9534883720930233
13735,1.4,14,5.6,9.7,7.4,0.9285714285714286
25640,9.6,22,5.6,9.7,7.4,0.9545454545454546
26550,6.9,40,5.6,9.7,7.4,0.925
28345,1.4,44,5.6,9.7,7.4,0.9545454545454546
16425,4.1,30,5.6,9.7,7.4,1.0
17825,0.4,66,5.6,9.7,7.4,1.0
16310,1.4,50,5.6,9.7,7.4,1.0
16310,1.4,440,5.6,9.7,7.4,0.8431818181818181
14015,2.6,103,5.6,9.7,7.4,1.0
21000,3.1,64,5.6,9.7,7.4,1.0
16310,1.4,120,5.6,9.7,7.4,1.0
16310,1.4,363,5.6,9.7,7.4,0.9944903581267218
14075,1.7,60,5.6,9.7,7.4,0.9833333333333333
10140,3.4,45,5.6,9.7,7.4,1.0
7790,1.4,72,5.6,9.7,7.4,1.0
29180,2.8,27,5.6,9.7,7.4,0.8518518518518519
28345,1.4,25,5.6,9.7,7.4,0.72
25640,9.6,92,5.6,9.7,7.4,0.8804347826086957
18500,1.5,40,5.6,9.7,7.4,1.0
29180,2.8,25,5.6,9.7,7.4,1.0
20635,4.6,62,5.6,9.7,7.4,0.8709677419354839
29180,2.8,50,5.6,9.7,7.4,0.8
32790,4.6,53,5.6,9.7,7.4,0.9811320754716981
24775,7.4,51,5.6,9.7,7.4,0.9215686274509803
7790,1.4,1384,4.4,6.3,7.4,0.8793352601156069
34635,3.7,124,4.4,6.3,7.4,0.9112903225806451
29180,2.8,76,4.4,6.3,7.4,0.7894736842105263
27870,7.4,345,4.4,6.3,7.4,0.9101449275362319
34650,14.9,28,4.4,6.3,7.4,0.8571428571428571
26550,9.6,518,4.4,6.3,7.4,0.859073359073359
21000,3.1,171,4.4,6.3,7.4,0.9532163742690059
16310,1.4,110,4.4,6.3,7.4,0.990909090909091
16615,3.1,89,4.4,6.3,7.4,0.9550561797752809
16310,1.4,540,4.4,6.3,7.4,0.9018518518518519
43365,7.6,42,4.4,6.3,7.4,0.9047619047619048
18500,1.5,178,4.4,6.3,7.4,0.9550561797752809
21075,2.2,56,4.4,6.3,7.4,1.0
28345,1.4,126,4.4,6.3,7.4,0.9603174603174603
20840,2.6,95,4.4,6.3,7.4,0.9473684210526315
16310,1.4,51,4.4,6.3,7.4,0.9215686274509803
43365,7.6,50,4.4,6.3,7.4,0.98
17955,7.3,40,4.4,6.3,7.4,0.95
15005,2.9,33,4.4,6.3,7.4,1.0
17825,0.4,16,4.4,6.3,7.4,1.0
28345,1.4,63,4.4,6.3,7.4,0.9365079365079365
28345,1.4,45,4.4,6.3,7.4,1.0
14685,5.9,70,4.4,6.3,7.4,0.9857142857142858
10010,0.6,100,4.4,6.3,7.4,0.96
17050,3.6,90,4.4,6.3,7.4,0.9888888888888889
34365,3.7,30,4.4,6.3,7.4,1.0
17050,3.6,377,4.4,6.3,7.4,0.9018567639257294
21000,3.1,88,4.4,6.3,7.4,0.9659090909090909
9855,1.5,45,4.4,6.3,7.4,0.9111111111111111
11565,1.7,40,4.4,6.3,7.4,0.975
13985,1.7,86,4.4,6.3,7.4,0.9534883720930233
13735,1.4,14,4.4,6.3,7.4,0.9285714285714286
25640,9.6,22,4.4,6.3,7.4,0.9545454545454546
26550,6.9,40,4.4,6.3,7.4,0.925
28345,1.4,44,4.4,6.3,7.4,0.9318181818181818
16425,4.1,30,4.4,6.3,7.4,1.0
17825,0.4,66,4.4,6.3,7.4,0.9848484848484849
16310,1.4,50,4.4,6.3,7.4,1.0
16310,1.4,440,4.4,6.3,7.4,0.884090909090909
14015,2.6,103,4.4,6.3,7.4,1.0
21000,3.1,64,4.4,6.3,7.4,0.953125
16310,1.4,120,4.4,6.3,7.4,1.0
16310,1.4,363,4.4,6.3,7.4,0.9972451790633609
14075,1.7,60,4.4,6.3,7.4,1.0
10140,3.4,45,4.4,6.3,7.4,1.0
7790,1.4,72,4.4,6.3,7.4,0.9861111111111112
29180,2.8,27,4.4,6.3,7.4,0.8518518518518519
28345,1.4,25,4.4,6.3,7.4,0.76
25640,9.6,92,4.4,6.3,7.4,0.6847826086956522
18500,1.5,40,4.4,6.3,7.4,1.0
29180,2.8,25,4.4,6.3,7.4,0.88
20635,4.6,62,4.4,6.3,7.4,0.8548387096774194
29180,2.8,50,4.4,6.3,7.4,0.8
32790,4.6,53,4.4,6.3,7.4,0.9811320754716981
24775,7.4,51,4.4,6.3,7.4,0.9411764705882353
7790,1.4,1384,2.7,9.4,13.4,0.8771676300578035
34635,3.7,124,2.7,9.4,13.4,0.9112903225806451
29180,2.8,76,2.7,9.4,13.4,0.7236842105263158
27870,7.4,345,2.7,9.4,13.4,0.9043478260869565
34650,14.9,28,2.7,9.4,13.4,0.8214285714285714
26550,9.6,518,2.7,9.4,13.4,0.8687258687258688
21000,3.1,171,2.7,9.4,13.4,0.9473684210526315
16310,1.4,110,2.7,9.4,13.4,0.9545454545454546
16615,3.1,89,2.7,9.4,13.4,0.9662921348314607
16310,1.4,540,2.7,9.4,13.4,0.8814814814814815
43365,7.6,42,2.7,9.4,13.4,0.8809523809523809
18500,1.5,178,2.7,9.4,13.4,0.8876404494382022
21075,2.2,56,2.7,9.4,13.4,1.0
28345,1.4,126,2.7,9.4,13.4,0.9523809523809523
20840,2.6,95,2.7,9.4,13.4,0.9368421052631579
16310,1.4,51,2.7,9.4,13.4,0.9215686274509803
43365,7.6,50,2.7,9.4,13.4,0.98
17955,7.3,40,2.7,9.4,13.4,0.975
15005,2.9,33,2.7,9.4,13.4,0.9696969696969697
17825,0.4,16,2.7,9.4,13.4,1.0
28345,1.4,63,2.7,9.4,13.4,0.9365079365079365
28345,1.4,45,2.7,9.4,13.4,1.0
14685,5.9,70,2.7,9.4,13.4,0.9142857142857143
10010,0.6,100,2.7,9.4,13.4,0.99
17050,3.6,90,2.7,9.4,13.4,0.9888888888888889
34365,3.7,30,2.7,9.4,13.4,1.0
17050,3.6,377,2.7,9.4,13.4,0.9151193633952255
21000,3.1,88,2.7,9.4,13.4,0.9659090909090909
9855,1.5,45,2.7,9.4,13.4,0.8666666666666667
11565,1.7,40,2.7,9.4,13.4,0.975
13985,1.7,86,2.7,9.4,13.4,0.9534883720930233
13735,1.4,14,2.7,9.4,13.4,0.9285714285714286
25640,9.6,22,2.7,9.4,13.4,0.9545454545454546
26550,6.9,40,2.7,9.4,13.4,0.9
28345,1.4,44,2.7,9.4,13.4,0.9090909090909091
16425,4.1,30,2.7,9.4,13.4,1.0
17825,0.4,66,2.7,9.4,13.4,1.0
16310,1.4,50,2.7,9.4,13.4,1.0
16310,1.4,440,2.7,9.4,13.4,0.8886363636363637
14015,2.6,103,2.7,9.4,13.4,1.0
21000,3.1,64,2.7,9.4,13.4,1.0
16310,1.4,120,2.7,9.4,13.4,1.0
16310,1.4,363,2.7,9.4,13.4,0.9972451790633609
14075,1.7,60,2.7,9.4,13.4,1.0
10140,3.4,45,2.7,9.4,13.4,1.0
7790,1.4,72,2.7,9.4,13.4,1.0
29180,2.8,27,2.7,9.4,13.4,0.8518518518518519
28345,1.4,25,2.7,9.4,13.4,0.8
25640,9.6,92,2.7,9.4,13.4,0.6847826086956522
18500,1.5,40,2.7,9.4,13.4,0.975
29180,2.8,25,2.7,9.4,13.4,0.88
20635,4.6,62,2.7,9.4,13.4,0.8548387096774194
29180,2.8,50,2.7,9.4,13.4,0.78
32790,4.6,53,2.7,9.4,13.4,0.9622641509433962
24775,7.4,51,2.7,9.4,13.4,0.9215686274509803
7790,1.4,1384,3.5,14.1,13.4,0.869942196531792
34635,3.7,124,3.5,14.1,13.4,0.9032258064516129
29180,2.8,76,3.5,14.1,13.4,0.6578947368421053
27870,7.4,345,3.5,14.1,13.4,0.927536231884058
34650,14.9,28,3.5,14.1,13.4,0.8214285714285714
26550,9.6,518,3.5,14.1,13.4,0.8552123552123552
21000,3.1,171,3.5,14.1,13.4,0.9298245614035088
16310,1.4,110,3.5,14.1,13.4,0.9272727272727272
16615,3.1,88,3.5,14.1,13.4,0.9886363636363636
16310,1.4,540,3.5,14.1,13.4,0.8703703703703703
43365,7.6,42,3.5,14.1,13.4,0.8809523809523809
18500,1.5,178,3.5,14.1,13.4,0.8314606741573034
21075,2.2,56,3.5,14.1,13.4,1.0
28345,1.4,126,3.5,14.1,13.4,0.9603174603174603
20840,2.6,95,3.5,14.1,13.4,0.9368421052631579
16310,1.4,51,3.5,14.1,13.4,0.9215686274509803
43365,7.6,50,3.5,14.1,13.4,0.98
17955,7.3,40,3.5,14.1,13.4,0.975
15005,2.9,33,3.5,14.1,13.4,1.0
17825,0.4,16,3.5,14.1,13.4,1.0
28345,1.4,63,3.5,14.1,13.4,0.9365079365079365
28345,1.4,45,3.5,14.1,13.4,1.0
14685,5.9,70,3.5,14.1,13.4,0.9285714285714286
10010,0.6,100,3.5,14.1,13.4,0.95
17050,3.6,90,3.5,14.1,13.4,0.9888888888888889
34365,3.7,30,3.5,14.1,13.4,1.0
17050,3.6,377,3.5,14.1,13.4,0.9098143236074271
21000,3.1,88,3.5,14.1,13.4,0.9659090909090909
9855,1.5,45,3.5,14.1,13.4,0.8444444444444444
11565,1.7,40,3.5,14.1,13.4,0.975
13985,1.7,86,3.5,14.1,13.4,0.9186046511627907
13735,1.4,14,3.5,14.1,13.4,0.9285714285714286
25640,9.6,22,3.5,14.1,13.4,0.9545454545454546
26550,6.9,40,3.5,14.1,13.4,0.9
28345,1.4,44,3.5,14.1,13.4,0.8863636363636364
16425,4.1,30,3.5,14.1,13.4,1.0
17825,0.4,66,3.5,14.1,13.4,1.0
16310,1.4,50,3.5,14.1,13.4,0.96
16310,1.4,440,3.5,14.1,13.4,0.8886363636363637
14015,2.6,103,3.5,14.1,13.4,1.0
21000,3.1,64,3.5,14.1,13.4,0.953125
16310,1.4,120,3.5,14.1,13.4,1.0
16310,1.4,363,3.5,14.1,13.4,0.9972451790633609
14075,1.7,60,3.5,14.1,13.4,1.0
10140,3.4,45,3.5,14.1,13.4,1.0
7790,1.4,72,3.5,14.1,13.4,1.0
29180,2.8,27,3.5,14.1,13.4,0.8518518518518519
28345,1.4,25,3.5,14.1,13.4,0.72
25640,9.6,92,3.5,14.1,13.4,0.717391304347826
18500,1.5,40,3.5,14.1,13.4,0.975
29180,2.8,25,3.5,14.1,13.4,0.88
20635,4.6,62,3.5,14.1,13.4,0.8225806451612904
29180,2.8,48,3.5,14.1,13.4,0.7916666666666666
32790,4.6,53,3.5,14.1,13.4,0.9622641509433962
24775,7.4,51,3.5,14.1,13.4,0.9411764705882353
7790,1.4,1384,2.9,12.1,13.4,0.865606936416185
34635,3.7,124,2.9,12.1,13.4,0.8870967741935484
29180,2.8,76,2.9,12.1,13.4,0.631578947368421
27870,7.4,349,2.9,12.1,13.4,0.9111747851002865
34650,14.9,28,2.9,12.1,13.4,0.5357142857142857
26550,9.6,518,2.9,12.1,13.4,0.8667953667953668
21000,3.1,201,2.9,12.1,13.4,0.7313432835820896
16310,1.4,110,2.9,12.1,13.4,0.8909090909090909
16615,3.1,88,2.9,12.1,13.4,0.9886363636363636
16310,1.4,540,2.9,12.1,13.4,0.8462962962962963
43365,7.6,42,2.9,12.1,13.4,0.8809523809523809
18500,1.5,178,2.9,12.1,13.4,0.7921348314606742
21075,2.2,56,2.9,12.1,13.4,1.0
28345,1.4,126,2.9,12.1,13.4,0.9603174603174603
20840,2.6,95,2.9,12.1,13.4,0.9157894736842105
16310,1.4,51,2.9,12.1,13.4,0.9215686274509803
43365,7.6,50,2.9,12.1,13.4,0.98
17955,7.3,40,2.9,12.1,13.4,1.0
15005,2.9,33,2.9,12.1,13.4,0.9696969696969697
17825,0.4,16,2.9,12.1,13.4,1.0
28345,1.4,63,2.9,12.1,13.4,0.9365079365079365
28345,1.4,45,2.9,12.1,13.4,1.0
14685,5.9,70,2.9,12.1,13.4,0.9285714285714286
10010,0.6,100,2.9,12.1,13.4,0.97
17050,3.6,90,2.9,12.1,13.4,0.9666666666666667
34365,3.7,30,2.9,12.1,13.4,1.0
17050,3.6,377,2.9,12.1,13.4,0.9177718832891246
21000,3.1,88,2.9,12.1,13.4,0.9659090909090909
9855,1.5,45,2.9,12.1,13.4,0.8
11565,1.7,40,2.9,12.1,13.4,0.95
13985,1.7,86,2.9,12.1,13.4,0.9186046511627907
13735,1.4,14,2.9,12.1,13.4,0.9285714285714286
25640,9.6,22,2.9,12.1,13.4,0.9545454545454546
26550,6.9,40,2.9,12.1,13.4,0.9
28345,1.4,44,2.9,12.1,13.4,0.8409090909090909
16425,4.1,30,2.9,12.1,13.4,1.0
17825,0.4,66,2.9,12.1,13.4,1.0
16310,1.4,50,2.9,12.1,13.4,0.98
16310,1.4,440,2.9,12.1,13.4,0.8886363636363637
14015,2.6,103,2.9,12.1,13.4,0.9902912621359223
21000,3.1,64,2.9,12.1,13.4,0.96875
16310,1.4,120,2.9,12.1,13.4,1.0
16310,1.4,363,2.9,12.1,13.4,0.9972451790633609
14075,1.7,60,2.9,12.1,13.4,1.0
10140,3.4,45,2.9,12.1,13.4,1.0
7790,1.4,72,2.9,12.1,13.4,1.0
29180,2.8,27,2.9,12.1,13.4,0.8518518518518519
28345,1.4,25,2.9,12.1,13.4,0.76
25640,9.6,92,2.9,12.1,13.4,0.7282608695652174
18500,1.5,40,2.9,12.1,13.4,1.0
29180,2.8,25,2.9,12.1,13.4,0.88
20635,4.6,62,2.9,12.1,13.4,0.8225806451612904
29180,2.8,48,2.9,12.1,13.4,0.7916666666666666
32790,4.6,53,2.9,12.1,13.4,0.9622641509433962
24775,7.4,51,2.9,12.1,13.4,0.9411764705882353
7790,1.4,1384,7.1,10.9,13.4,0.865606936416185
34635,3.7,124,7.1,10.9,13.4,0.8870967741935484
29180,2.8,76,7.1,10.9,13.4,0.5789473684210527
27870,7.4,351,7.1,10.9,13.4,0.8917378917378918
34650,14.9,15,7.1,10.9,13.4,0.8
26550,9.6,518,7.1,10.9,13.4,0.8513513513513513
21000,3.1,201,7.1,10.9,13.4,0.7661691542288557
16310,1.4,110,7.1,10.9,13.4,0.9090909090909091
16615,3.1,88,7.1,10.9,13.4,0.9772727272727273
16310,1.4,540,7.1,10.9,13.4,0.8444444444444444
43365,7.6,42,7.1,10.9,13.4,0.8809523809523809
18500,1.5,178,7.1,10.9,13.4,0.8146067415730337
21075,2.2,56,7.1,10.9,13.4,1.0
28345,1.4,126,7.1,10.9,13.4,0.9523809523809523
20840,2.6,95,7.1,10.9,13.4,0.9368421052631579
16310,1.4,51,7.1,10.9,13.4,0.9215686274509803
43365,7.6,50,7.1,10.9,13.4,0.98
17955,7.3,40,7.1,10.9,13.4,1.0
15005,2.9,33,7.1,10.9,13.4,1.0
17825,0.4,16,7.1,10.9,13.4,1.0
28345,1.4,63,7.1,10.9,13.4,0.9365079365079365
28345,1.4,45,7.1,10.9,13.4,1.0
14685,5.9,70,7.1,10.9,13.4,0.9428571428571428
10010,0.6,100,7.1,10.9,13.4,0.97
17050,3.6,90,7.1,10.9,13.4,0.9666666666666667
34365,3.7,30,7.1,10.9,13.4,1.0
17050,3.6,377,7.1,10.9,13.4,0.9124668435013262
21000,3.1,88,7.1,10.9,13.4,0.9659090909090909
9855,1.5,45,7.1,10.9,13.4,0.8
11565,1.7,40,7.1,10.9,13.4,0.975
13985,1.7,86,7.1,10.9,13.4,0.9186046511627907
13735,1.4,14,7.1,10.9,13.4,0.9285714285714286
25640,9.6,22,7.1,10.9,13.4,0.9545454545454546
26550,6.9,40,7.1,10.9,13.4,0.9
28345,1.4,44,7.1,10.9,13.4,0.8409090909090909
16425,4.1,30,7.1,10.9,13.4,1.0
17825,0.4,66,7.1,10.9,13.4,1.0
16310,1.4,50,7.1,10.9,13.4,1.0
16310,1.4,440,7.1,10.9,13.4,0.8909090909090909
14015,2.6,103,7.1,10.9,13.4,0.9902912621359223
21000,3.1,64,7.1,10.9,13.4,1.0
16310,1.4,120,7.1,10.9,13.4,1.0
16310,1.4,363,7.1,10.9,13.4,0.9944903581267218
14075,1.7,60,7.1,10.9,13.4,1.0
10140,3.4,45,7.1,10.9,13.4,1.0
7790,1.4,72,7.1,10.9,13.4,1.0
29180,2.8,27,7.1,10.9,13.4,0.8518518518518519
28345,1.4,25,7.1,10.9,13.4,0.8
25640,9.6,92,7.1,10.9,13.4,0.7282608695652174
18500,1.5,40,7.1,10.9,13.4,1.0
29180,2.8,25,7.1,10.9,13.4,0.88
20635,4.6,62,7.1,10.9,13.4,0.8225806451612904
29180,2.8,48,7.1,10.9,13.4,0.7708333333333334
32790,4.6,53,7.1,10.9,13.4,0.9622641509433962
24775,7.4,51,7.1,10.9,13.4,0.9411764705882353
7790,1.4,1384,3.6,11.2,13.4,0.8648843930635838
34635,3.7,124,3.6,11.2,13.4,0.8951612903225806
29180,2.8,76,3.6,11.2,13.4,0.5526315789473685
27870,7.4,351,3.6,11.2,13.4,0.8717948717948718
34650,14.9,15,3.6,11.2,13.4,0.8
26550,9.6,518,3.6,11.2,13.4,0.8378378378378378
21000,3.1,201,3.6,11.2,13.4,0.7711442786069652
16310,1.4,110,3.6,11.2,13.4,0.9454545454545454
16615,3.1,88,3.6,11.2,13.4,0.9772727272727273
16310,1.4,540,3.6,11.2,13.4,0.8407407407407408
43365,7.6,42,3.6,11.2,13.4,0.8809523809523809
18500,1.5,178,3.6,11.2,13.4,0.8202247191011236
21075,2.2,56,3.6,11.2,13.4,1.0
28345,1.4,126,3.6,11.2,13.4,0.9365079365079365
20840,2.6,95,3.6,11.2,13.4,0.9263157894736842
16310,1.4,51,3.6,11.2,13.4,0.9215686274509803
43365,7.6,50,3.6,11.2,13.4,0.98
17955,7.3,40,3.6,11.2,13.4,0.975
15005,2.9,33,3.6,11.2,13.4,1.0
17825,0.4,16,3.6,11.2,13.4,1.0
28345,1.4,63,3.6,11.2,13.4,0.9365079365079365
28345,1.4,45,3.6,11.2,13.4,1.0
14685,5.9,70,3.6,11.2,13.4,0.9571428571428572
10010,0.6,100,3.6,11.2,13.4,0.95
17050,3.6,90,3.6,11.2,13.4,0.9444444444444444
34365,3.7,30,3.6,11.2,13.4,1.0
17050,3.6,377,3.6,11.2,13.4,0.9151193633952255
21000,3.1,88,3.6,11.2,13.4,0.9659090909090909
9855,1.5,45,3.6,11.2,13.4,0.7777777777777778
11565,1.7,40,3.6,11.2,13.4,0.975
13985,1.7,86,3.6,11.2,13.4,0.9186046511627907
13735,1.4,14,3.6,11.2,13.4,0.9285714285714286
25640,9.6,22,3.6,11.2,13.4,0.9545454545454546
26550,6.9,40,3.6,11.2,13.4,0.9
28345,1.4,44,3.6,11.2,13.4,0.8409090909090909
16425,4.1,30,3.6,11.2,13.4,1.0
17825,0.4,66,3.6,11.2,13.4,1.0
16310,1.4,50,3.6,11.2,13.4,1.0
16310,1.4,440,3.6,11.2,13.4,0.8818181818181818
14015,2.6,103,3.6,11.2,13.4,1.0
21000,3.1,64,3.6,11.2,13.4,0.96875
16310,1.4,120,3.6,11.2,13.4,1.0
16310,1.4,363,3.6,11.2,13.4,0.9834710743801653
14075,1.7,60,3.6,11.2,13.4,0.9833333333333333
10140,3.4,45,3.6,11.2,13.4,1.0
7790,1.4,72,3.6,11.2,13.4,1.0
29180,2.8,27,3.6,11.2,13.4,0.8518518518518519
28345,1.4,25,3.6,11.2,13.4,0.8
25640,9.6,92,3.6,11.2,13.4,0.7282608695652174
18500,1.5,40,3.6,11.2,13.4,1.0
29180,2.8,25,3.6,11.2,13.4,0.88
20635,4.6,62,3.6,11.2,13.4,0.7903225806451613
29180,2.8,48,3.6,11.2,13.4,0.7708333333333334
32790,4.6,53,3.6,11.2,13.4,0.9622641509433962
24775,7.4,51,3.6,11.2,13.4,0.9215686274509803
7790,1.4,1360,1.6,12.8,13.4,0.8757352941176471
34635,3.7,124,1.6,12.8,13.4,0.8951612903225806
29180,2.8,76,1.6,12.8,13.4,0.5789473684210527
27870,7.4,351,1.6,12.8,13.4,0.8888888888888888
34650,14.9,15,1.6,12.8,13.4,0.8
26550,9.6,518,1.6,12.8,13.4,0.8204633204633205
21000,3.1,201,1.6,12.8,13.4,0.7164179104477612
16310,1.4,110,1.6,12.8,13.4,0.9454545454545454
16615,3.1,88,1.6,12.8,13.4,0.9886363636363636
16310,1.4,540,1.6,12.8,13.4,0.8314814814814815
43365,7.6,42,1.6,12.8,13.4,0.8571428571428571
18500,1.5,178,1.6,12.8,13.4,0.7808988764044944
21075,2.2,56,1.6,12.8,13.4,1.0
28345,1.4,126,1.6,12.8,13.4,0.9682539682539683
20840,2.6,95,1.6,12.8,13.4,0.9263157894736842
16310,1.4,51,1.6,12.8,13.4,0.9215686274509803
43365,7.6,50,1.6,12.8,13.4,0.98
17955,7.3,40,1.6,12.8,13.4,0.975
15005,2.9,33,1.6,12.8,13.4,1.0
17825,0.4,16,1.6,12.8,13.4,1.0
28345,1.4,63,1.6,12.8,13.4,0.9365079365079365
28345,1.4,45,1.6,12.8,13.4,1.0
14685,5.9,70,1.6,12.8,13.4,0.9714285714285714
10010,0.6,100,1.6,12.8,13.4,0.97
17050,3.6,90,1.6,12.8,13.4,0.9888888888888889
34365,3.7,30,1.6,12.8,13.4,1.0
